STREAK_ID,TEAM_SEASON,N,WINS,SCORE,START_POINT,TEAM_SEASON:1,TEAM_ID,YEAR
356,crd1991,9,4,-4.06349206349206,0,crd1991,crd,1991
357,crd1991,10,4,-4.87619047619048,0,crd1991,crd,1991
358,crd1991,11,4,-6.20606060606061,0,crd1991,crd,1991
359,crd1991,12,4,-8.27474747474747,0,crd1991,crd,1991
360,crd1991,13,4,-11.4573426573427,0,crd1991,crd,1991
361,crd1991,14,4,-16.3676323676324,0,crd1991,crd,1991
362,crd1991,15,4,-24.0058608058608,0,crd1991,crd,1991
363,crd1990,3,3,8,10,crd1990,crd,1990
364,crd1990,4,3,4,9,crd1990,crd,1990
365,crd1990,5,3,3.2,8,crd1990,crd,1990
366,crd1990,6,3,3.2,7,crd1990,crd,1990
367,crd1990,7,3,-3.65714285714286,6,crd1990,crd,1990
368,crd1990,8,3,-4.57142857142857,4,crd1990,crd,1990
369,crd1990,9,4,-4.06349206349206,4,crd1990,crd,1990
370,crd1990,10,4,-4.87619047619048,3,crd1990,crd,1990
371,crd1990,11,4,-6.20606060606061,1,crd1990,crd,1990
372,crd1990,12,5,-5.17171717171717,1,crd1990,crd,1990
373,crd1990,13,5,-6.36519036519037,0,crd1990,crd,1990
374,crd1990,14,5,-8.18381618381618,0,crd1990,crd,1990
375,crd1990,15,5,-10.9117549117549,0,crd1990,crd,1990
376,crd1989,3,2,2.66666666666667,0,crd1989,crd,1989
377,crd1989,4,3,4,6,crd1989,crd,1989
378,crd1989,5,3,3.2,5,crd1989,crd,1989
379,crd1989,6,3,3.2,4,crd1989,crd,1989
380,crd1989,7,3,-3.65714285714286,0,crd1989,crd,1989
381,crd1989,8,4,3.65714285714286,0,crd1989,crd,1989
382,crd1989,9,4,-4.06349206349206,0,crd1989,crd,1989
383,crd1989,10,5,4.06349206349206,0,crd1989,crd,1989
384,crd1989,11,5,-4.43290043290043,0,crd1989,crd,1989
385,crd1989,12,5,-5.17171717171717,0,crd1989,crd,1989
386,crd1989,13,5,-6.36519036519037,0,crd1989,crd,1989
387,crd1989,14,5,-8.18381618381618,0,crd1989,crd,1989
388,crd1989,15,5,-10.9117549117549,0,crd1989,crd,1989
389,crd1988,3,3,8,2,crd1988,crd,1988
390,crd1988,4,4,16,2,crd1988,crd,1988
391,crd1988,5,4,6.4,1,crd1988,crd,1988
392,crd1988,6,4,4.26666666666667,0,crd1988,crd,1988
393,crd1988,7,5,6.09523809523809,2,crd1988,crd,1988
394,crd1988,8,6,9.14285714285714,2,crd1988,crd,1988
395,crd1988,9,7,14.2222222222222,2,crd1988,crd,1988
396,crd1988,10,7,8.53333333333333,1,crd1988,crd,1988
397,crd1988,11,7,6.20606060606061,0,crd1988,crd,1988
398,crd1988,12,7,5.17171717171717,0,crd1988,crd,1988
399,crd1988,13,7,4.77389277389277,0,crd1988,crd,1988
400,crd1988,14,7,4.77389277389277,0,crd1988,crd,1988
401,crd1988,15,7,-5.09215229215229,0,crd1988,crd,1988
402,crd1987,3,2,2.66666666666667,7,crd1987,crd,1987
403,crd1987,4,3,4,7,crd1987,crd,1987
404,crd1987,5,4,6.4,9,crd1987,crd,1987
405,crd1987,6,4,4.26666666666667,7,crd1987,crd,1987
406,crd1987,7,5,6.09523809523809,7,crd1987,crd,1987
407,crd1987,8,5,4.57142857142857,6,crd1987,crd,1987
408,crd1987,9,5,4.06349206349206,5,crd1987,crd,1987
409,crd1987,10,5,4.06349206349206,3,crd1987,crd,1987
410,crd1987,11,6,4.43290043290043,3,crd1987,crd,1987
411,crd1987,12,6,4.43290043290043,2,crd1987,crd,1987
412,crd1987,13,6,-4.77389277389277,0,crd1987,crd,1987
413,crd1987,14,7,4.77389277389277,0,crd1987,crd,1987
414,crd1986,3,1,-2.66666666666667,3,crd1986,crd,1986
415,crd1986,4,2,2.66666666666667,5,crd1986,crd,1986
416,crd1986,5,2,-3.2,4,crd1986,crd,1986
417,crd1986,6,2,-4.26666666666667,3,crd1986,crd,1986
